outcome,min_cell_per_group,eligible_strata,total_strata,missing_total,present_total,missing_in_common_support,present_in_common_support,missing_coverage,present_coverage,overlap_weight_sum,weighted_missing_mean,weighted_present_mean,adjusted_difference_missing_minus_present,model,scheme,strata
in_gt_P3,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,2.4385138658772476,2.7291413628049077,-0.2906274969276601,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P3,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,1.2853607691704987,1.4069813545943433,-0.12162058542384457,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P3,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,1.1219562343940466,1.2886097203995057,-0.16665348600545915,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P4,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.6186567914697091,0.6719257202462167,-0.053268928776507574,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P4,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.2541855611046096,0.25629437873682853,-0.002108817632218929,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P4,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.22022108930492637,0.2302989043164535,-0.01007781501152713,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P5,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.14838520596676813,0.17250541935289254,-0.02412021338612441,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P5,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.05511144614298268,0.049740028941422716,0.0053714172015599665,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P5,10,150,889,8849,17737,6293,10880,0.7111538026895694,0.6134070023115521,3193.283701796473,0.049432005736776016,0.044805669749951926,0.00462633598682409,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_total,20,76,889,8849,17737,4792,7149,0.5415301163973331,0.40305575914754466,2450.7734109552844,11.140188994562651,12.628276460166145,-1.4880874656034937,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,20,76,889,8849,17737,4792,7149,0.5415301163973331,0.40305575914754466,2450.7734109552844,7.805021039007731,8.211156506920426,-0.40613546791269517,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,20,76,889,8849,17737,4792,7149,0.5415301163973331,0.40305575914754466,2450.7734109552844,0.0019504932029602749,0.00028828521477023875,0.001662207988190036,E16a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
