model,match_type,scale,metric,n,mean,std,median,p25,p75,p90,min,max
A,score_ordered_one_to_one_iou0.50,large,abs_log_w_ratio,988,0.03211124004410611,0.05104480509754099,0.015501549468811281,0.006569497638864894,0.034028882440890515,0.0810868724458568,8.240916038178099e-05,0.4947346021877693
A,score_ordered_one_to_one_iou0.50,large,abs_log_h_ratio,988,0.03924219346781926,0.06721467288756032,0.018621141483802728,0.00772658685741842,0.0401845875053452,0.08518717872567994,4.50491044927027e-05,0.6300208487063305
A,score_ordered_one_to_one_iou0.50,large,log_w_ratio,988,0.002809115756074564,0.060239627599157054,0.00414644905030055,-0.01008040897728776,0.01962981619541146,0.04456115065177405,-0.47801526402816324,0.4947346021877693
A,score_ordered_one_to_one_iou0.50,large,log_h_ratio,988,-0.0037596809667535874,0.07774076664515037,0.0028866972516854343,-0.016209610776773804,0.019451407810121356,0.048699649179823085,-0.6300208487063305,0.4276212926916137
A,score_ordered_one_to_one_iou0.50,large,abs_left_error_over_w,988,0.01995612067541578,0.03835473143034155,0.009085838073953776,0.003912928376231333,0.019791011779674322,0.04191265328719656,0.0,0.5494028413599203
A,score_ordered_one_to_one_iou0.50,large,abs_right_error_over_w,988,0.020042474029541797,0.0355333131034427,0.00939100696385314,0.003961822540213838,0.01916240239859146,0.040399393098454,0.0,0.3024005854809169
A,score_ordered_one_to_one_iou0.50,large,abs_top_error_over_h,988,0.021223608535720473,0.04155949856459479,0.011083528710404075,0.004614677994870471,0.02186747648165622,0.041170713569700784,0.0,0.5303382351210119
A,score_ordered_one_to_one_iou0.50,large,abs_bottom_error_over_h,988,0.02542629170009301,0.04856816479135266,0.010983721721524238,0.0037782472416504446,0.023692791577048185,0.054859412140929306,0.0,0.42637005680991447
A,score_ordered_one_to_one_iou0.50,large,left_error_over_w,988,-0.0004711103935649733,0.04323320749727531,-0.0005977038101421723,-0.010082512259678572,0.007996923910238426,0.023565036047648813,-0.5494028413599203,0.30399012330917385
A,score_ordered_one_to_one_iou0.50,large,right_error_over_w,988,0.004142322800149813,0.04058519763597942,0.0033367956580569996,-0.004368807809058644,0.013415473872785143,0.027056861414702888,-0.26678065985859045,0.3024005854809169
A,score_ordered_one_to_one_iou0.50,large,top_error_over_h,988,0.0033825660914130057,0.04654236486100901,-0.0004939534235590288,-0.010339818190394435,0.011809224617906452,0.028065443907470625,-0.5303382351210119,0.44522512022690525
A,score_ordered_one_to_one_iou0.50,large,bottom_error_over_h,988,0.0024820748805364132,0.05476497279379966,0.0009068789784236278,-0.006878771135335072,0.014513780175517863,0.03296036438430814,-0.42637005680991447,0.39770297048007475
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.50,988,1.0,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.55,988,0.9919028340080972,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.60,988,0.9848178137651822,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.65,988,0.9767206477732794,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.70,988,0.9645748987854251,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.75,988,0.944331983805668,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.80,988,0.9220647773279352,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.85,988,0.881578947368421,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.90,988,0.7874493927125507,,,,,,,
A,score_ordered_one_to_one_iou0.50,large,fraction_iou_ge_0.95,988,0.4807692307692308,,,,,,,
