model,class,iou,n,matched500,match500_rate,sameclass_oracle1000_rate,anyclass_oracle1000_rate,unmatched,rank_budget,class_confusion,competition,coverage_localization,best_valid_sameclass_rank_mean,best_valid_sameclass_rank_p50,best_valid_sameclass_rank_p90,best_valid_sameclass_score_mean,matched500_score_mean,rank_budget_501_1000_share_of_unmatched,class_confusion_share_of_unmatched,competition_within_top500_share_of_unmatched,coverage_localization_share_of_unmatched
E21a,awning-tricycle,0.75,305,81,0.26557377049180325,0.28524590163934427,0.5180327868852459,224,6,71,0,147,132.13793103448276,57.0,344.0000000000001,0.36003451641574075,0.3862866284785631,0.026785714285714284,0.3169642857142857,0.0,0.65625
E21a,bicycle,0.75,1053,263,0.24976258309591642,0.26590693257359926,0.3817663817663818,790,15,122,2,651,155.73928571428573,96.0,380.79999999999995,0.3214493658069322,0.33722882624317185,0.0189873417721519,0.15443037974683543,0.002531645569620253,0.8240506329113924
E21a,bus,0.75,116,50,0.43103448275862066,0.43103448275862066,0.5431034482758621,66,0,13,0,53,76.34,42.0,178.00000000000003,0.502077476233244,0.502077476233244,0.0,0.19696969696969696,0.0,0.803030303030303
E21a,car,0.75,6910,4529,0.6554269175108538,0.665123010130246,0.6826338639652677,2381,67,121,0,2193,59.478677110530896,30.0,113.0,0.6125134185500227,0.6213395042513754,0.028139437211255777,0.05081898362032759,0.0,0.9210415791684167
E21a,motor,0.75,3978,1751,0.44017094017094016,0.4539969834087481,0.5098039215686274,2227,54,222,1,1950,93.61683277962348,50.5,194.0,0.437470057996437,0.4506372878264007,0.024247867085765602,0.09968567579703637,0.000449034575662326,0.8756174225415357
E21a,pedestrian,0.75,7746,3189,0.41169635941130905,0.4261554350632585,0.4684998709011102,4557,110,328,2,4117,103.99121478339897,54.0,244.0,0.46410168450974915,0.47944597787484844,0.02413868773315778,0.07197717796796138,0.00043888523151195964,0.9034452490673689
E21a,people,0.75,4631,1509,0.3258475491254589,0.35024832649535736,0.39386741524508745,3122,105,202,8,2807,131.5493218249075,59.0,343.0,0.38298773701980526,0.40768200505240665,0.033632286995515695,0.0647021140294683,0.0025624599615631004,0.899103139013453
E21a,tricycle,0.75,621,205,0.33011272141706927,0.3494363929146538,0.573268921095008,416,12,139,0,265,128.6267281105991,64.0,356.4,0.38828029952436893,0.41049260621572414,0.028846153846153848,0.33413461538461536,0.0,0.6370192307692307
E21a,truck,0.75,289,81,0.28027681660899656,0.2975778546712803,0.5640138408304498,208,5,77,0,126,105.37209302325581,46.5,212.0,0.408029172493708,0.432393973987883,0.02403846153846154,0.3701923076923077,0.0,0.6057692307692307
E21a,van,0.75,937,312,0.3329775880469584,0.33511205976520814,0.6744930629669157,625,2,318,0,305,58.25796178343949,42.0,104.39999999999998,0.553463392246998,0.5569977173007106,0.0032,0.5088,0.0,0.488
